228:615,631,757,508,449,167,2429,2655,1603,1960
229:736,787,15,1086,1511,518,449,94,1405,508
231:302,616,32,58,654,61,76,518,84,8
232:737,2476,6476,7258,8217,21188,28540,41798,43254,30261
238:93108,82561,8173,96980,111577,25036,104672,38919,64718,4337
241:16,702,1021,1220,1801,2063,2338,3482,3539,4993
245:117068,51330,61209,109135,65634,111177,30451,18381,93623,85917
249:61,94,518,15,402,1987,17,103,654,364
250:518,402,245,1578,542,787,564,1405,3313,616
253:1187,11725,2058,1744,3389,6434,13018,21771,119,10939
257:1196,15,3101,61,285,1511,356,17,542,3313
272:654,1102,58,29,8,354,616,518,138,736
273:1220,61,358,76,2181,4181,1476,1196,650,2602
288:1046,2429,15,1772,11160,1220,508,902,1245,3101
290:17,302,138,76,654,616,354,84,226,8
291:17,518,84,1102,302,654,354,616,542,101
292:508,61,205,364,1511,356,289,32,58,542
294:17,8,15,302,32,508,542,363,787,61
328:302,654,84,58,616,8,29,1102,354,76
331:17,162,58,1511,2166,490,4904,542,642,1424
345:42061,1754,337,77581,805,385,100590,16881,3250,92129
361:616,58,8,518,650,15,787,76,29,61
376:58,302,17,29,616,861,84,6,285,542
384:518,1046,162,1196,4833,5607,13177,2429,15,8
401:61,616,32,58,542,1046,15,508,114,1804
402:654,1511,356,542,302,1086,1624,402,4181,32
410:67731,50579,39886,119389,108174,61148,25598,113664,115310,51783
448:835,2254,3805,3853,5078,407,179,7270,1876,345
449:38769,62991,12646,81902,77004,6510,27410,48128,74848,94021
450:615,631,757,449,2429,2655,1603,3588,3658,4186
452:41637,11234,116844,24815,98839,111215,82811,47796,10961,98566
476:70,8817,1881,1471,18944,12386,24095,25648,17,28608
488:1801,4993,3588,1535,61,670,1558,1762,358,962
490:32,17,61,66,3101,1578,15,1245,302,402
494:205,364,616,103,9311,892,9635,3730,3313,2429
500:17,302,616,654,58,76,8,650,84,564
514:100645,12869,62821,65810,28576,86205,22530,14549,96898,61378
525:1535,61,1558,2181,1196,650,364,564,363,2429
535:17,564,542,518,29,8,861,1102,6,61
536:650,76,542,616,32,58,1220,8,654,302
538:2166,73,2193,1511,58,1102,114,656,1471,5117
539:2030,15,1086,654,3101,4697,1140,94,61,4181
564:495,3223,554,650,76,449,8,61,84,564
582:356,32,15,616,1196,564,787,1403,84,61
585:1668,153,3783,1196,4685,9108,331,285,15,12892
590:4497,965,2500,88,5998,1277,29,8,899,654
601:18245,226,27912,48912,67228,69110,75023,90054,90819,94414
618:17,616,542,15,654,58,302,518,1535,61
624:17,508,76,8,302,654,616,518,84,7006
627:5512,780,11539,19731,10071,32661,311,83175,110991,3718
628:6526,21488,39233,65861,608,75280,84119,293,326,970
632:93142,25245,477,67470,74378,92855,95217,65792,78616,64858
633:518,15,61,58,1511,1196,902,302,32,564
634:17,76,780,226,302,58,262,616,654,564
646:2638,3761,70,8993,786,8629,25385,1155,29730,385
666:16977,107482,63654,82998,20159,93714,27975,21420,95627,107017
667:64180,37657,94104,29983,3550,38217,97029,256,38154,107096
669:1803,10493,11470,518,23454,12962,4394,39616,721,760
678:16,702,1021,1220,1801,2063,2338,3482,3539,8
680:654,17,616,58,61,15,650,1511,1196,554
681:28065,90370,24426,60025,81440,56947,34927,110458,84096,27536
682:59895,26201,34997,40425,53236,95423,48858,54795,60671,110710
683:110316,53411,108342,77401,80169,50824,117921,76585,83655,110923
684:53459,73865,109732,104070,5810,115178,48840,8545,20624,70784
715:16627,119215,43748,17129,38110,26996,43709,99001,72150,111428
716:86,10310,356,500,5347,101,542,9215,3081,3937
741:662,2402,2634,2833,3721,4792,3379,236,298,8933
750:1801,8,4993,3588,61,670,1558,1762,358,76
754:16,702,1021,1220,1801,2063,2338,3482,3539,4993
756:616,15,289,101,84,8,542,1196,554,861
757:103530,73150,42304,114835,11036,43519,93979,107916,59789,75408
758:46031,236,10849,15,70858,19354,46128,1245,76,15676
763:17,8,15,650,84,1196,564,101,542,518
773:110683,32849,84742,47306,104052,91018,37026,53045,94252,76339
774:615,631,757,508,449,167,2429,1960,3588,3658
775:2233,15,94,542,1405,518,353,1511,245,58
782:82438,52624,12257,5935,78814,22425,102734,7255,87864,119240
784:1046,17,1509,542,518,1196,508,114,62,787
793:654,105,25590,29609,728,42335,46170,15597,12462,1168
803:875,891,2162,245,1119,3389,12133,2789,654,65
813:564,17,542,61,1086,650,402,285,101,1196
815:1220,5711,3588,1535,1762,358,10135,962,76,103
817:1102,58,29,616,8,138,518,736,301,650
818:984,5480,1326,135,760,7994,5557,2103,7711,11255
823:30950,110993,3909,109050,24242,14261,106376,82958,46987,1908
825:358,114,518,101,654,29,356,58,66,4181
833:1046,62,1804,999,1050,58,564,1405,201,1578
835:616,542,15,518,1511,61,302,58,356,508
838:96394,64964,77227,46742,41063,90363,85771,14752,12446,44304
844:58,29,8,76,736,354,518,542,301,289
850:866,17,302,654,354,76,29,84,58,616
856:615,631,757,167,1960,3588,3658,4186,4938,5187
857:302,15,61,861,787,32,518,101,363,402
874:48491,118597,6965,88886,93574,12424,87843,109869,62623,53047
891:17,361,302,654,354,29,84,58,76,616
899:449,2655,3588,289,4456,1086,1245,899,654,1220
900:8209,398,4719,2447,4126,9629,16155,11623,3829,11247
911:4320,4481,26220,43222,40,10622,358,17990,2139,24467
918:17,245,8,518,656,58,1023,94,654,616
925:49208,5093,3271,85002,18297,119336,112081,89957,57039,14052
926:1558,103,3313,1196,364,205,188,4414,564,2030
937:1220,1801,4993,3588,1535,61,670,1558,1762,358
949:66732,21526,10175,79593,6137,23156,119051,23169,85555,55706
964:774,6210,65,4268,1405,1511,119,3521,2403,1262
970:14636,2656,8,4300,9093,518,656,84,4613,2031
977:508,449,2429,2655,4456,12360,1772,4497,245,965
981:207,285,1731,1074,2539,3086,624,3521,3857,1786
982:17,2162,875,84,302,1119,70,245,654,354
984:52076,74203,26260,27915,40132,63516,6957,89625,32810,18597
992:624,11,1287,826,873,931,1208,9057,1099,114
993:654,84,58,616,29,354,1102,76,138,518
998:2655,3588,289,4456,358,245,1086,1245,899,654
1000:1960,1772,1245,1220,430,101,554,17,3101,8150
1007:17,29,654,554,224,1196,15,8,542,32
1027:168,661,801,1400,7838,5557,1528,8733,5488,135
1028:17,302,616,58,518,29,6,15,542,354
1044:117520,28174,99578,86474,56953,18751,107219,21419,119136,60993
1045:17,542,61,58,518,564,8,1511,6,364
1049:4880,826,1002,3976,1784,710,13,2609,8066,3307
1068:40638,103048,5924,24677,117669,33565,15739,78168,20864,21280
1069:16,702,1021,1220,1801,2063,3482,3539,8,4993
1070:508,2429,2655,1603,238,5367,5542,86,510,12625
1082:508,2429,2655,1603,238,5367,2076,5542,86,510
1083:2027,3888,2233,13829,2029,21899,10402,394,3278,610
1088:1405,422,17,2076,61,5413,303,8,2193,58
1094:285,61,1511,58,114,5117,2030,787,32,616
1116:285,3521,1786,97,714,1287,1002,245,375,11720
1121:17,1578,654,1348,616,289,1140,29,568,1086
1125:104298,14368,27066,66686,21603,70859,83259,87709,94881,106419
1127:534,1818,3695,1389,7210,2480,8458,2543,8904,9189
1132:17,302,654,58,787,15,650,32,542,564
1133:615,631,757,508,449,167,2429,2655,1603,1960
1140:61,2181,564,66,15,1511,542,736,1245,2166
1141:12955,5512,21695,9950,7468,14259,5975,17,1119,866
1148:42439,16003,54252,107681,111865,85507,22978,94120,59951,69231
1153:238,5998,2901,654,1410,4210,7166,2416,73,1578
1163:19196,54597,37180,91642,82531,106278,40228,94746,25462,69523
1166:5699,5119,103,2980,4422,131,518,12202,1405,1708
1172:285,1731,1074,2539,3086,624,3521,3857,1786,3984
1192:1086,1245,29,1509,554,17,61,650,2181,356
1204:17,616,654,302,58,61,15,542,29,6
1208:58,616,302,654,17,15,29,190,285,61
1209:7235,301,2139,2140,899,840,224,749,226,17
1234:111818,74372,85562,50271,57293,37685,66278,48956,19074,72766
1236:32,29,654,354,58,84,76,931,855,47614
1245:1187,302,654,84,8,518,58,891,245,224
1263:302,1624,1196,1245,1086,356,32,17,861,1509
1267:23688,13293,5928,9711,23534,1204,41831,114483,1200,16926
1269:4755,1352,3107,2880,6434,5624,189,11725,7859,20806
1288:1017,1219,67016,692,654,398,32,4578,63750,17
1295:615,631,757,508,449,2429,2655,1603,1960,3588
1296:17,654,58,650,29,84,76,8,564,542
1302:17,542,302,101,15,238,654,1578,616,194
1305:302,84,322,8,285,15,542,17,58,61
1342:17,84,518,302,616,654,58,1102,101,650
1382:615,631,757,508,449,167,2429,2655,1603,1960
1389:75115,61636,40853,1305,4245,2455,30727,44085,11843,7807
1391:26376,32,1133,6675,1624,1555,6968,3631,985,10686
1397:110751,39084,29692,109153,29654,105789,57774,25582,1181,116172
1402:616,302,58,1511,650,61,32,518,289,1196
1405:24722,96890,92558,4697,107533,62916,107664,60713,106979,55233
1407:17,302,542,616,518,58,486,654,787,61
1408:17,518,302,654,616,245,354,542,787,564
1409:616,354,8,61,15,508,787,285,101,564
1412:302,58,84,17,1762,301,564,654,1102,76
1413:615,631,757,508,167,2429,2655,1603,1960,3588
1418:554,61,32,4414,15,364,650,94,285,3730
1419:1712,4755,7880,6434,12990,4825,8225,16519,24581,4568
1420:518,616,354,302,654,245,58,564,736,15
1427:615,631,757,167,2429,2655,1603,3588,3658,4186
1430:654,58,17,542,1196,15,8,518,302,364
1431:58,654,616,84,542,285,8,518,554,15
1435:61,402,1086,564,1578,302,58,616,364,508
1437:1535,103,698,363,245,58,624,302,542,780
1441:6559,3307,6745,840,2715,245,2548,67843,3789,4696
1447:22,506,2007,2008,2200,2678,1313,3646,4471,4848
1448:2326,8153,23365,44479,42095,33176,8077,44862,1133,5720
1457:98246,32641,74353,85481,39894,23075,58052,111618,52551,1736
1458:112202,44981,58114,5421,2143,51355,41089,79457,16791,8009
1469:364,564,61,58,1050,542,32,616,302,101
1477:624,1511,2233,364,3757,103,94,1276,230,245
1486:45691,55722,49793,86953,78550,43357,53190,3422,114648,48677
1490:3233,1631,2246,4045,254,1190,17,4967,563,288
1491:58,616,654,302,542,650,15,84,6,861
1500:615,631,757,449,2429,2655,1960,3588,3658,4186
1503:58,654,8,616,542,508,554,1511,650,787
1517:53561,22784,7328,15540,96289,76901,20475,89164,62318,10613
1518:9093,2656,14713,678,32906,3704,14636,37579,41288,59816
1535:113286,71440,70478,52651,71616,77594,24090,75663,61462,94955
1551:616,650,518,542,61,15,554,1196,32,8
1552:2790,7307,34944,114771,87307,54782,88013,63746,15857,14811
1553:103632,22069,60767,26305,101515,5242,105272,107326,61825,15237
1559:3101,787,61,32,650,302,654,616,84,564
1560:3521,774,3476,1125,103,1262,3233,1511,9572,2658
1561:72886,73039,62560,11926,117983,32663,34684,119537,9054,19009
1562:15,1102,1196,162,542,654,787,32,1550,8
1569:63232,63326,13191,66789,108224,41520,115866,30333,49075,60158
1570:60014,87158,9954,58007,104340,111831,115857,108246,89485,60024
1588:84,10092,301,947,899,1187,155,46420,80185,91208
1589:53578,13955,3480,785,17256,50377,76181,61996,49438,101307
1591:70385,23025,95287,120127,120031,89019,58913,96329,83538,61089
1601:117588,74067,4870,27454,63764,33522,7100,75165,26065,61168
1602:111869,8227,115569,6006,61928,78980,112529,9003,20092,103114
1629:518,61,15,17,1196,902,616,94,654,1511
1634:4591,41129,83272,116566,81503,67066,95252,40040,54944,62762
1642:542,32,94,114,58,1511,787,654,1403,245
1653:17,542,616,58,1511,62,61,564,101,1403
1654:1403,5985,826,11035,11344,322,3666,2687,1955,2655
1655:654,542,15,8,787,1196,650,94,354,4904
1668:1021,2338,3539,5182,5176,1558,9592,1181,358,76
1681:408,1162,4497,6577,2115,5413,13498,16210,2583,889
1703:654,6,65,12133,131,1987,363,5701,8150,224
1721:34700,4697,1126,327,119,4005,15,289,398,302
1727:2947,301,1044,5182,3223,2158,3855,225,946,5407
1728:302,58,84,616,354,1102,15,8,322,61
1745:518,245,119,17,564,1410,131,4268,1382,5567
1746:616,58,17,1200,787,3101,2181,1050,542,1332
1751:45008,111910,87342,21669,116628,4264,19497,50207,13263,108535
1756:3421,2113,6104,15640,11183,16416,37498,1733,8956,8
1758:1196,17,542,518,302,508,245,15,58,61
1761:23102,25716,66480,70173,34319,19433,10904,103292,101433,119401
1767:518,616,94,58,787,15,245,564,84,8
1779:8635,37843,1674,17395,67185,86913,93097,93631,103533,65741
1780:13960,9354,10404,731,48208,140,10503,72271,32648,88524
1783:1324,2009,6174,6541,2200,12751,15391,915,2903,24703
1787:1220,1801,4993,3588,1535,61,670,1558,1762,358
1788:140,12471,262,508,1535,1359,3756,225,422,8667
1794:564,17,616,15,245,654,32,518,402,1196
1796:61,32,15,542,787,114,364,356,1403,654
1803:654,17,616,542,518,302,1511,15,58,508
1820:1352,10041,2880,189,5624,23191,6434,378,12990,565
1821:1405,5117,2955,94,364,518,1987,564,61,2302
1822:17,302,245,654,616,58,402,1511,61,1196
1823:17,542,15,61,1511,554,84,94,508,114
1840:902,61,2166,1804,564,542,1046,162,508,402
1841:75771,12453,42043,21293,60785,71186,24924,92037,53154,114248
1842:17,58,616,542,302,8,84,564,61,518
1850:16603,8232,21024,1499,29891,26344,866,3234,44448,62
1853:22,506,2007,2008,2200,2678,2698,1313,3646,4848
1854:1578,1245,114,364,356,32,17,1790,1050,1023
1862:323,102053,20317,112253,52156,97748,102787,27753,104239,36203
1880:17,2162,302,84,875,654,1119,354,245,736
1883:615,631,757,449,167,2655,1603,1960,3588,3658
1890:95446,90633,35972,83548,24870,54008,23399,5171,23367,118233
1891:17,302,654,58,29,162,1239,486,15,616
1893:201,559,162,15,902,1245,29,61,1549,114
1894:66484,103045,8732,46061,114567,39028,25211,100160,103772,39604
1911:116905,90597,82077,1828,101842,115296,94274,1083,5889,39817
1912:17,302,518,616,289,654,224,650,564,508
1913:616,17,58,861,302,1196,518,654,32,542
1930:2548,197,5111,7160,27094,5627,8069,33763,15772,4755
1932:56830,53674,80230,100924,23599,47885,106393,92165,22926,80753
1950:1220,1801,4993,3588,61,670,358,962,103,2181
1951:2121,1360,17,564,542,616,1287,654,1405,931
1952:17,15,616,1196,3101,542,61,564,787,285
2005:1046,61,114,364,1804,32,1050,564,542,518
2017:88660,110372,90801,81324,116262,46703,120324,36502,120368,43060
2025:236,17,10075,776,6766,8861,364,4203,238,11621
2030:102249,22407,58504,71017,14970,34789,103047,67539,34353,2708
2034:14996,40547,384,28309,59995,112073,28853,54996,62895,43139
2038:2338,8,103,122,650,4414,2030,285,363,62
2046:115838,55309,26207,21052,74203,62533,46112,98576,108863,43565
2058:12597,17944,93408,121818,48197,88234,43327,11778,64379,118014
2068:50044,73413,14192,17491,75333,40580,82451,2629,119927,45238
2070:3421,2113,6104,13580,15640,11183,16416,37498,8956,84
2071:58631,87496,7691,102719,17795,60169,113632,108117,62013,7837
2072:6,654,518,2162,1405,29,94,15,138,354
2074:12145,43817,13205,70641,79994,20502,68816,109369,113902,8421
2075:63283,78390,82856,22524,112859,82815,41250,30038,50093,90506
2076:80090,87460,53796,102208,94767,590,23982,64371,44535,50288
2077:124,1152,194,17,358,3429,1578,654,15,1790
2080:17,15,58,542,289,363,518,1509,1196,29
2085:8054,9755,103,16852,1578,1790,11720,26067,1276,8
2097:285,11,714,1287,4802,45,873,245,774,3736
2112:135,2103,12984,1230,1400,24843,11859,3412,42589,1991
2115:71870,92473,76355,107752,55321,102404,72431,95868,113046,53105
2116:79023,52172,37584,40223,27470,68694,15478,40997,26642,93694
2123:17,654,58,616,518,8,1102,138,94,29
2135:103,1126,656,431,472,15,1382,5699,3162,230
2141:38973,487,49572,25709,55886,50823,10338,7290,118578,13337
2147:12673,6614,728,42335,12462,23833,6059,35619,109031,17030
2154:2402,3721,4792,3379,10648,1531,5235,15949,1740,7404
2160:650,554,15,302,1509,17,2166,364,1960,2655
2162:5480,574,2103,7994,661,14662,13567,719,21031,9783
2170:61,17,58,564,62,542,1804,15,302,289
2177:17,224,302,29,162,459,44,616,378,650
2184:616,542,1403,449,58,363,356,114,94,322
2185:24317,13506,25999,94898,89881,9974,19111,73746,26175,97095
2187:24317,13506,25999,94898,89881,9974,19111,73746,26175,97095
2211:68302,88380,53212,114310,29730,24788,88156,9628,48770,57382
2223:65,70,81,2139,3756,4048,13022,3142,301,6177
2243:92262,57149,66590,45256,104654,110929,13935,28748,77675,18095
2244:508,1960,289,1772,1086,1245,2831,1220,430,101
2247:3249,1405,861,1245,302,1276,62,542,114,356
2250:25751,67890,58269,5921,60194,102931,107245,73580,54665,19105
2253:89761,7135,99317,32590,106702,46418,38164,5540,31292,99833
2260:2508,106484,41197,110749,30860,2835,84837,74206,20176,19397
2261:902,1046,114,1050,402,61,999,542,1558,5117
2262:9661,66183,2426,43220,3009,50334,27884,19335,54639,59986
2290:101566,78595,96053,5733,53048,116563,29696,114324,53835,102224
2291:1196,17,542,32,616,564,15,363,1403,1535
2293:58298,50742,104804,103304,37922,87794,64205,37663,65314,102942
2301:58298,50742,104804,103304,37922,87794,64205,37663,65314,102942
2302:16229,245,39395,774,1524,33882,353,8398,17,63084
2304:3379,3882,10832,1531,9657,661,22395,39219,1326,1124
2318:615,631,757,449,167,2429,2655,3588,3658,4186
2325:8,84,302,616,654,58,1102,101,354,289
2335:16,702,1021,1220,1801,2063,2338,3482,3539,8
2343:114088,76209,7886,14650,84642,51886,3915,82329,70794,65620
2346:17,70,616,76,302,654,58,81,138,84
2347:77256,81901,62769,8918,116942,84571,119651,91576,1453,106264
2348:13963,68810,57685,18023,116024,6262,10894,58495,58900,26199
2362:47577,86950,120432,96182,40182,43888,97225,6294,47784,66630
2363:302,542,84,94,76,101,17,616,61,15
2364:302,616,29,84,650,8,76,354,518,15
2369:616,17,24211,4126,45,58,268,238,654,302
2373:17,616,84,302,654,1102,101,138,58,301
2381:702,1220,3539,8,5182,5711,1535,61,76,103
2382:118740,67103,83051,55322,58839,74532,92058,4250,58874,27422
2384:17,2162,875,84,1119,302,245,2935,654,947
2385:17,616,58,302,29,861,32,61,15,564
2392:11462,100005,50754,5357,118072,62618,35123,35287,93726,107937
2393:207,285,1731,1074,2539,3086,624,3521,3857,1786
2394:15397,83536,89955,49913,46679,99219,99028,58329,87390,69076
2395:61,1140,356,650,483,32,15,530,508,1624
2399:16114,9690,5052,46029,92269,85264,2399,38417,81806,69739
2405:364,2831,17,62,162,101,58,1046,1050,542
2407:107302,95948,102373,12426,15509,44581,100840,113660,46928,30105
2408:53663,11361,25791,47877,105559,38624,31768,48916,64354,110967
2419:58,8,654,568,302,616,17,2193,861,76
2429:17,354,94,70,1382,302,245,9482,32,8
2447:29,84,76,8,354,1102,542,518,289,6
2452:84059,13675,85301,117254,107042,65352,78432,114286,12439,111606
2453:23740,29657,71417,2908,1231,16642,1573,22999,27858,12128
2454:7177,88549,112514,15799,46891,119824,107819,89826,35034,71893
2456:17,58,616,76,29,84,542,650,8,518
2461:162,2429,1772,11160,902,3101,29,61,8150,114
2464:518,654,787,8,616,650,58,301,94,354
2465:58,616,15,518,101,289,32,564,84,76
2469:851,919,1217,3093,3133,1370,814,4156,6509,6857
2489:168,719,984,1326,8860,5738,1528,1400,801,5480
2491:5393,45898,20680,38907,94529,41358,75077,46706,103934,33427
2499:1097,182,650,73474,62,598,302,5670,58941,58
2500:32571,111702,76953,99502,52470,57188,865,69122,92429,33932
2501:17,947,931,1382,327,1405,131,8,119,873
2505:61,76,103,3313,1196,5985,364,205,564,2266
2510:30139,30152,40898,17,23902,3650,3683,4187,6445,591
2515:22917,62331,27584,33498,82369,66045,82047,100785,11583,75081
2518:40,15084,18875,10163,39464,40813,866,48560,50964,10254
2520:1046,1196,902,114,62,616,1804,32,17,714
2521:615,631,757,508,449,167,2429,2655,1603,1960
2524:302,17,654,58,616,84,650,8,354,1102
2536:1086,1245,1509,101,1405,32,2166,10181,17,3101
2541:61,58,15,32,787,402,1405,364,1086,564
2547:650,58,787,302,8,62,15,17,654,1245
2553:8261,115008,4011,102687,116364,25196,90820,46374,40047,37972
2558:4792,5235,15949,17794,7180,10267,3601,15886,2155,15624
2560:1196,508,8150,62,787,616,285,364,1511,2166
2563:564,1046,1578,15,902,62,1086,356,999,1050
2573:58,1405,1511,508,1509,62,1086,787,289,2181
2591:616,58,654,285,302,542,17,861,8,238
2596:578,147,18851,9906,10121,5343,7477,31938,6868,2535
2597:95164,68943,42225,79526,89290,2061,20223,55289,27686,1952
2601:453,1005,1077,6121,65,3014,10889,13374,301,752
2604:55114,17258,54213,65012,78048,23848,15083,21582,119622,42462
2611:3704,678,1348,654,542,859,245,3233,2022,551
2612:1046,902,62,101,1804,17,999,2831,1050,58
2615:32,518,61,542,402,1511,1578,1332,364,114
2625:17,245,226,94,508,616,301,1023,1382,302
2626:356,616,364,518,101,302,94,554,1196,564
2634:25082,2445,42194,15437,6514,18477,77334,970,3439,58778
2636:654,616,58,542,861,787,650,15,84,101
2639:26869,37033,62937,63299,92468,76122,80791,96659,73576,45705
2650:77290,24585,15415,100275,79743,31523,28987,118449,96560,45918
2661:3329,13485,19039,20665,1245,33790,1099,960,1471,51759
2663:17,84,302,8,736,654,518,245,616,58
2666:70854,72249,90150,82711,32317,90936,110178,32541,96171,5992
2676:4228,4864,12821,18386,26871,29914,55674,2252,668,5368
2689:24368,68228,95664,50633,94516,11611,105020,73451,27193,6576
2693:91596,104508,100291,86084,63699,45312,35948,8707,84277,87438
2708:25085,75591,91970,46749,100448,37314,8391,53539,61267,88448
2709:1370,4194,4268,353,6913,8579,10094,12933,13070,7854
2713:1196,364,1511,564,542,654,8,402,787,2233
2715:5777,16507,32890,75266,39379,55028,49888,116865,101651,89537
2716:986,16542,81,500,542,8,226,616,710,1535
2727:285,15,3304,1066,7989,4364,14546,3,29,495
2730:20083,56772,117766,61075,23335,68817,56849,7123,49710,10190
2731:616,84,650,29,1196,76,15,542,564,518
2734:564,76,736,1069,518,17,4017,616,698,947
2735:261,11086,12074,226,8848,1539,21524,22000,16145,24470
2737:17,302,654,616,58,8,84,650,518,29
2745:518,61,1987,32,1126,245,15,2955,2980,295
2746:111271,22163,94220,27472,27784,28134,34423,42708,14832,91423
2748:40825,49373,46698,64448,54717,104402,103486,64498,37816,91636
2756:616,302,564,58,650,654,8,114,15,1196
2760:29,84,542,76,650,861,15,8,289,301
2776:88028,100415,77148,11433,119317,48905,12015,82992,101210,52057
2799:8,245,766,559,1039,229,546,13471,61,3159
2802:79262,4026,1684,27450,2050,29104,33043,38901,42271,20972
2803:2074,88529,2595,11718,347,670,14237,19829,94755,33572
2804:17,302,654,650,616,58,224,84,354,542
2805:1099,496,81,931,542,2121,1039,17,3014,15
2812:302,654,61,787,650,94,8,32,542,508
2815:78374,51044,27779,66296,28349,57762,93197,74997,20364,11997
2827:18851,8964,17390,4619,7059,2428,13510,62155,27711,64982
2831:654,58,84,564,8,76,15,518,542,29
2846:76,103,3313,285,62,542,518,245,656,508
2848:616,17,654,861,554,15,650,61,285,289
2853:18850,83814,68624,5738,11243,15971,827,12631,4444,13735
2854:875,6450,4420,496,245,35144,70,2162,908,4257
2857:1066,1287,5429,239,9308,654,12123,2499,23566,7700
2858:17,15,542,101,61,363,787,289,364,32
2861:96615,74840,70647,96661,61779,68494,43196,27955,43296,54314
2871:26169,102050,23125,12770,88712,63553,112259,49745,66280,54527
2907:654,58,8,302,84,616,61,15,650,322
2912:39758,14085,111695,2463,108287,51639,55324,41124,19923,95384
2914:32,61,542,17,1578,58,302,245,62,654
2924:70154,56057,50338,32182,28561,78367,20779,106494,88875,14814
2925:50129,70819,36503,64583,3111,28827,119247,29207,13976,15240
2947:2741,24301,66050,66993,18970,46125,8643,9417,15751,17807
2951:62,30839,17,6,483,224,616,302,654,1069
2959:13297,76511,91386,58851,75069,61512,32907,38454,25844,95542
2960:654,131,518,230,542,3233,32,1382,289,1126
2963:32,17,364,1403,1511,564,787,61,356,58
2965:60500,6686,969,5836,18802,87224,101961,17290,8029,55963
2967:207,285,1731,1074,2539,3086,624,3521,3857,3984
2970:8,616,17,302,542,1196,190,62,6,1511
2977:17,302,654,616,58,8,542,518,84,29
2981:32,1086,94,542,29,402,1511,101,4181,554
2989:3588,1535,61,1762,76,103,2181,1102,4181,1196
2990:17949,107063,45684,18314,49266,44500,183,81242,13924,57344
3002:17949,107063,45684,18314,49266,44500,183,81242,13924,57344
3004:118791,958,31849,11057,63474,115827,17442,3955,59892,57770
3011:11851,2807,44919,115356,52389,82143,20589,61169,117218,120511
3013:112355,48622,106584,74702,97257,54373,98633,38914,59503,17844
3037:8295,57692,117182,73177,79165,93015,81365,73247,53945,98493
3038:247,16016,37869,69606,50306,10804,32356,70543,3968,11556
3044:616,302,542,518,58,8,554,654,508,650
3070:109137,72454,103347,65920,93373,43475,98624,116827,99913,17710
3081:38691,99664,55825,21687,80648,119743,46820,17750,2030,17923
3100:302,616,8,542,84,518,101,29,76,15
3102:18666,114426,41990,14430,94856,70203,24421,61330,47998,18349
3105:15,654,17,103,62,902,4268,8,58,1305
3107:25819,74125,3219,67768,67005,117702,88335,6459,82461,58938
3110:379,12217,76,616,1446,4755,2834,1002,564,7006
3111:36190,9992,48894,9021,82696,55232,71049,115409,76514,99661
3113:42785,13832,20323,29493,28163,39135,19885,44345,354,70833
3121:8,564,542,787,101,15,322,32,861,6
3125:17,616,654,302,58,70,542,289,94,787
3126:80175,84866,115765,28433,22545,109704,100436,90949,59451,59948
3129:13664,95607,67786,28756,98952,101706,72879,14914,36441,60958
3139:17,361,302,654,354,29,84,58,76,616
3144:1326,5480,463,984,8860,1230,574,2582,1081,7994
3152:57649,9956,13790,48168,38801,116520,21057,71663,59036,21245
3166:57649,9956,13790,48168,38801,116520,21057,71663,59036,21245
